GEOID,Tract-Name,2019 Scores - 2010 Scores
029006301,63.01,1
029006303,63.03,3
029006304,63.04,1
029006401,64.01,5
029006403,64.03,5
029006404,64.04,4
029006500,65.0,3
031000100,1.0,3
031000200,2.0,1
031000300,3.0,-1
031000402,4.02,0
031000403,4.03,1
031000404,4.04,0
031000405,4.05,0
031000500,5.0,4
031000601,6.01,5
031000602,6.02,5
031000701,7.01,5
031000702,7.02,5
031000800,8.0,10
031000900,9.0,10
031001001,10.01,7
031001002,10.02,8
031001003,10.03,8
031001100,11.0,7
031001200,12.0,0
031001300,13.0,-20
031001401,14.01,-18
031001402,14.02,-22
031001500,15.0,-16
031001601,16.01,-5
031001602,16.02,-11
031001701,17.01,-3
031981800,9818.0,-1
033000100,1.0,-3
033000300,3.0,-3
033000400,4.0,-4
033000501,5.01,-4
033000502,5.02,-4
033000600,6.0,-6
033000701,7.01,-6
033000702,7.02,-6
033000801,8.01,-6
033000802,8.02,-6
033000900,9.0,-8
033001000,10.0,-1
033001100,11.0,-12
033001200,12.0,-7
033001300,13.0,-10
035040100,401.0,2
035040200,402.0,1
035040302,403.02,4
035040303,403.03,3
035040304,403.04,3
035040305,403.05,3
035040400,404.0,4
035040500,405.0,4
035040600,406.0,4
037101110,1011.1,-2
037101122,1011.22,-2
037101210,1012.1,-2
037101220,1012.2,-1
037101300,1013.0,-1
037101400,1014.0,-2
037102103,1021.03,-1
037102104,1021.04,-2
037102105,1021.05,-2
037102107,1021.07,-2
037103101,1031.01,-2
037103102,1031.02,-2
037103200,1032.0,-2
037103300,1033.0,-1
037103400,1034.0,-2
037104103,1041.03,-2
037104105,1041.05,-1
037104108,1041.08,-2
037104124,1041.24,-2
037104201,1042.01,-1
037104203,1042.03,-1
037104204,1042.04,-1
037104310,1043.1,-1
037104320,1043.2,-1
037104401,1044.01,-1
037104403,1044.03,-1
037104404,1044.04,-1
037104500,1045.0,-1
037104610,1046.1,-1
037104620,1046.2,-1
037104701,1047.01,-1
037104703,1047.03,-2
037104704,1047.04,-2
037104810,1048.1,-2
037104821,1048.21,-2
037104822,1048.22,-1
037106010,1060.1,0
037106020,1060.2,0
037106111,1061.11,-1
037106112,1061.12,-1
037106113,1061.13,-1
037106114,1061.14,-1
037106403,1064.03,0
037106405,1064.05,0
037106406,1064.06,0
037106407,1064.07,0
037106408,1064.08,0
037106510,1065.1,0
037106520,1065.2,0
037106603,1066.03,0
037106604,1066.04,0
037106641,1066.41,0
037106642,1066.42,0
037106643,1066.43,0
037106645,1066.45,-1
037106646,1066.46,-1
037106648,1066.48,-1
037106649,1066.49,-1
037107010,1070.1,0
037107020,1070.2,0
037108101,1081.01,0
037108102,1081.02,0
037108103,1081.03,0
037108104,1081.04,0
037108201,1082.01,0
037108202,1082.02,0
037109100,1091.0,-1
037109200,1092.0,-1
037109300,1093.0,-1
037109400,1094.0,-1
037109500,1095.0,-1
037109601,1096.01,-1
037109603,1096.03,-1
037109604,1096.04,-1
037109700,1097.0,-1
037109800,1098.0,-1
037111100,1111.0,-1
037111201,1112.01,-1
037111202,1112.02,-1
037111204,1112.04,-1
037111205,1112.05,-1
037111206,1112.06,-1
037111301,1113.01,-1
037111302,1113.02,-1
037111400,1114.0,-1
037113101,1131.01,0
037113102,1131.02,0
037113211,1132.11,-1
037113212,1132.12,0
037113213,1132.13,-1
037113231,1132.31,-1
037113232,1132.32,0
037113233,1132.33,0
037113234,1132.34,0
037113235,1132.35,-1
037113237,1132.37,0
037113301,1133.01,-1
037113303,1133.03,-1
037113321,1133.21,0
037113322,1133.22,0
037113401,1134.01,0
037113421,1134.21,-1
037113422,1134.22,-1
037115101,1151.01,0
037115103,1151.03,0
037115104,1151.04,0
037115201,1152.01,-1
037115202,1152.02,0
037115301,1153.01,0
037115302,1153.02,0
037115401,1154.01,0
037115403,1154.03,0
037115404,1154.04,0
037117101,1171.01,-1
037117102,1171.02,-1
037117201,1172.01,-1
037117202,1172.02,-1
037117301,1173.01,-1
037117302,1173.02,0
037117303,1173.03,0
037117404,1174.04,-1
037117405,1174.05,-1
037117407,1174.07,-1
037117408,1174.08,-1
